,block_number,block_name,block_trial_count,block_pairing_definition,study_name,task_number,task_name,trial_number,trial_name,trial_response,trial_latency,trial_error,session_id
462,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,14,Deceased,(unnamed)/Death,808,0,2615998161
463,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,15,Mine,Me/Life,628,0,2615998161
464,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,16,Alive,Me/Life,1914,0,2615998161
465,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,17,Self,Me/Life,760,0,2615998161
466,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,18,Living,Me/Life,141,0,2615998161
467,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,19,Other,(unnamed)/Death,531,0,2615998161
428,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,0,Deceased,Me/Death,602,0,2615998161
429,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,1,Dead,Me/Death,626,0,2615998161
430,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,2,Breathing,(unnamed)/Life,8080,0,2615998161
431,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,3,Thrive,(unnamed)/Life,745,0,2615998161
432,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,4,Suicide,Me/Death,1303,1,2615998161
433,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,5,Them,(unnamed)/Life,552,0,2615998161
434,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,6,Thrive,(unnamed)/Life,1174,0,2615998161
435,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,7,Self,Me/Death,993,1,2615998161
436,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,8,Deceased,Me/Death,3053,0,2615998161
437,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,9,I,Me/Death,10798,0,2615998161
438,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,10,Living,(unnamed)/Life,1333,0,2615998161
439,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,11,Their,(unnamed)/Life,564,0,2615998161
440,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,12,Dead,Me/Death,1455,0,2615998161
441,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,13,They,(unnamed)/Life,600,0,2615998161
442,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,14,Die,Me/Death,525,0,2615998161
443,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,15,Myself,Me/Death,1623,0,2615998161
444,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,16,Alive,(unnamed)/Life,549,0,2615998161
445,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,17,Other,(unnamed)/Life,871,0,2615998161
446,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,18,Breathing,(unnamed)/Life,599,0,2615998161
447,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword1biat,19,Mine,Me/Death,519,0,2615998161
556,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,0,Alive,(unnamed)/Life,714,0,2615999629
557,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,1,Deceased,Me/Death,586,0,2615999629
558,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,2,Die,Me/Death,785,0,2615999629
559,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,3,Living,(unnamed)/Life,722,0,2615999629
560,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,4,Deceased,Me/Death,557,0,2615999629
561,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,5,I,Me/Death,464,0,2615999629
562,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,6,Breathing,(unnamed)/Life,737,1,2615999629
563,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,7,Other,(unnamed)/Life,721,1,2615999629
564,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,8,Alive,(unnamed)/Life,727,0,2615999629
565,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,9,Mine,Me/Death,718,0,2615999629
566,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,10,Suicide,Me/Death,1855,0,2615999629
567,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,11,They,(unnamed)/Life,735,0,2615999629
568,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,12,Dead,Me/Death,1117,0,2615999629
569,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,13,Them,(unnamed)/Life,862,0,2615999629
570,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,14,Living,(unnamed)/Life,504,1,2615999629
571,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,15,Myself,Me/Death,951,0,2615999629
572,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,16,Thrive,(unnamed)/Life,641,0,2615999629
573,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,17,Their,(unnamed)/Life,489,0,2615999629
574,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,18,Die,Me/Death,1060,0,2615999629
575,0,BLOCK0,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,19,Self,Me/Death,974,0,2615999629
524,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,0,Thrive,Me/Life,562,1,2615999629
525,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,1,Breathing,Me/Life,1346,0,2615999629
526,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,2,Dead,(unnamed)/Death,569,0,2615999629
527,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,3,Deceased,(unnamed)/Death,969,0,2615999629
528,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,4,Die,(unnamed)/Death,986,0,2615999629
529,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,5,I,Me/Life,597,0,2615999629
530,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,6,Thrive,Me/Life,716,0,2615999629
531,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,7,Self,Me/Life,475,0,2615999629
532,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,8,Suicide,(unnamed)/Death,678,0,2615999629
533,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,9,Their,(unnamed)/Death,1995,0,2615999629
534,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,10,Breathing,Me/Life,1604,0,2615999629
535,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,11,They,(unnamed)/Death,687,0,2615999629
536,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,12,Alive,Me/Life,4450,0,2615999629
537,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,13,Mine,Me/Life,602,0,2615999629
538,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,14,Living,Me/Life,688,1,2615999629
540,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,15,Them,(unnamed)/Death,735,0,2615999629
541,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,16,Dead,(unnamed)/Death,731,0,2615999629
542,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,17,Other,(unnamed)/Death,657,0,2615999629
539,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,18,Deceased,(unnamed)/Death,474,0,2615999629
543,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,19,Myself,Me/Life,667,0,2615999629
505,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,0,Dead,Me/Death,434,0,2615999629
506,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,1,Living,(unnamed)/Life,583,0,2615999629
507,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,2,Die,Me/Death,965,0,2615999629
504,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,3,Breathing,(unnamed)/Life,879,0,2615999629
508,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,4,Deceased,Me/Death,565,0,2615999629
509,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,5,Other,(unnamed)/Life,537,0,2615999629
510,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,6,Living,(unnamed)/Life,715,0,2615999629
511,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,7,They,(unnamed)/Life,814,0,2615999629
512,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,8,Die,Me/Death,667,0,2615999629
513,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,9,Myself,Me/Death,626,0,2615999629
514,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,10,Breathing,(unnamed)/Life,1105,0,2615999629
515,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,11,Self,Me/Death,646,0,2615999629
516,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,12,Alive,(unnamed)/Life,542,0,2615999629
517,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,13,Mine,Me/Death,642,0,2615999629
518,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,14,Thrive,(unnamed)/Life,790,0,2615999629
519,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,15,Them,(unnamed)/Life,637,0,2615999629
520,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,16,Dead,Me/Death,1197,0,2615999629
521,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,17,Their,(unnamed)/Life,476,0,2615999629
522,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,18,Suicide,Me/Death,500,0,2615999629
523,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,19,I,Me/Death,956,0,2615999629
604,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,0,Breathing,Me/Life,1216,0,2615999629
605,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,1,Die,(unnamed)/Death,853,0,2615999629
606,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,2,Alive,Me/Life,912,0,2615999629
607,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,3,Deceased,(unnamed)/Death,434,0,2615999629
608,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,4,Breathing,Me/Life,1011,1,2615999629
609,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,5,Their,(unnamed)/Death,1125,0,2615999629
610,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,6,Deceased,(unnamed)/Death,503,0,2615999629
611,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,7,Them,(unnamed)/Death,492,0,2615999629
612,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,8,Living,Me/Life,576,0,2615999629
613,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,9,I,Me/Life,671,0,2615999629
614,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,10,Dead,(unnamed)/Death,1038,0,2615999629
615,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,11,Myself,Me/Life,935,0,2615999629
616,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,12,Die,(unnamed)/Death,900,0,2615999629
617,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,13,Self,Me/Life,880,0,2615999629
618,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,14,Thrive,Me/Life,1178,0,2615999629
619,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,15,Mine,Me/Life,604,0,2615999629
500,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,16,Alive,Me/Life,686,0,2615999629
501,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,17,They,(unnamed)/Death,937,0,2615999629
502,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,18,Suicide,(unnamed)/Death,625,0,2615999629
503,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,19,Other,(unnamed)/Death,1008,0,2615999629
576,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,0,Alive,(unnamed)/Life,706,0,2615999629
577,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,1,Breathing,(unnamed)/Life,534,0,2615999629
578,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,2,Deceased,Me/Death,841,1,2615999629
579,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,3,Suicide,Me/Death,1313,0,2615999629
580,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,4,Thrive,(unnamed)/Life,1090,0,2615999629
581,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,5,They,(unnamed)/Life,730,1,2615999629
582,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,6,Die,Me/Death,1104,0,2615999629
583,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,7,Other,(unnamed)/Life,1011,0,2615999629
584,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,8,Living,(unnamed)/Life,795,1,2615999629
585,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,9,I,Me/Death,934,0,2615999629
586,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,10,Suicide,Me/Death,801,0,2615999629
587,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,11,Self,Me/Death,770,0,2615999629
588,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,12,Deceased,Me/Death,743,0,2615999629
589,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,13,Them,(unnamed)/Life,512,0,2615999629
590,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,14,Dead,Me/Death,726,0,2615999629
591,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,15,Mine,Me/Death,599,0,2615999629
592,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,16,Alive,(unnamed)/Life,696,0,2615999629
593,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,17,Their,(unnamed)/Life,619,0,2615999629
594,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,18,Breathing,(unnamed)/Life,628,1,2615999629
595,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,19,Myself,Me/Death,747,0,2615999629
596,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,0,Breathing,Me/Life,563,0,2615999629
597,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,1,Alive,Me/Life,790,0,2615999629
598,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,2,Suicide,(unnamed)/Death,606,0,2615999629
599,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,3,Dead,(unnamed)/Death,815,0,2615999629
545,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,4,Thrive,Me/Life,1167,0,2615999629
546,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,5,They,(unnamed)/Death,678,0,2615999629
547,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,6,Die,(unnamed)/Death,699,0,2615999629
544,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,7,Other,(unnamed)/Death,960,0,2615999629
548,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,8,Living,Me/Life,1743,0,2615999629
549,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,9,Myself,Me/Life,564,0,2615999629
550,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,10,Dead,(unnamed)/Death,741,0,2615999629
551,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,11,Mine,Me/Life,675,0,2615999629
552,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,12,Alive,Me/Life,433,0,2615999629
553,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,13,Their,(unnamed)/Death,608,0,2615999629
554,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,14,Suicide,(unnamed)/Death,926,1,2615999629
555,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,15,Them,(unnamed)/Death,731,0,2615999629
600,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,16,Breathing,Me/Life,926,0,2615999629
601,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,17,Self,Me/Life,574,0,2615999629
602,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,18,Deceased,(unnamed)/Death,703,0,2615999629
603,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,9,pimh_deathlifeword1biat,19,I,Me/Life,1279,0,2615999629
732,0,BLOCK0,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword2biat,0,Living,Me/Life,418,0,2615999713
733,0,BLOCK0,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword2biat,1,Deceased,(unnamed)/Death,840,0,2615999713
734,0,BLOCK0,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword2biat,2,Breathing,Me/Life,605,0,2615999713
735,0,BLOCK0,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword2biat,3,Suicide,(unnamed)/Death,1475,0,2615999713
736,0,BLOCK0,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword2biat,4,Alive,Me/Life,953,0,2615999713
737,0,BLOCK0,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword2biat,5,Myself,Me/Life,831,0,2615999713
738,0,BLOCK0,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword2biat,6,Breathing,Me/Life,893,0,2615999713
739,0,BLOCK0,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword2biat,7,They,(unnamed)/Death,1243,0,2615999713
620,0,BLOCK0,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword2biat,8,Die,(unnamed)/Death,523,0,2615999713
621,0,BLOCK0,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword2biat,9,Self,Me/Life,938,0,2615999713
622,0,BLOCK0,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword2biat,10,Suicide,(unnamed)/Death,599,0,2615999713
623,0,BLOCK0,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword2biat,11,Other,(unnamed)/Death,753,0,2615999713
